group_id,area_code,weight
area_34973,34973,0.000106
area_34975,34975,0.000212
area_34976,34976,0.000371
area_34977,34977,0.000477
area_34978,34978,0.000530
area_34979,34979,0.000318
area_3501,3501,0.000159
area_35020,35020,0.000053
area_35021,35021,0.000106
area_35022,35022,0.000265
area_35023,35023,0.000212
area_35024,35024,0.000106
area_35025,35025,0.000159
area_35026,35026,0.000053
area_35027,35027,0.000106
area_35028,35028,0.000159
area_35032,35032,0.000053
area_35033,35033,0.000053
area_3504,3504,0.000318
area_35052,35052,0.000053
area_35053,35053,0.000318
area_35054,35054,0.000318
area_35055,35055,0.000106
area_35056,35056,0.000106
area_35057,35057,0.000106
area_35058,35058,0.000106
area_351,351,0.002436
area_35200,35200,0.000265
area_35201,35201,0.000053
area_35202,35202,0.000106
area_35203,35203,0.000265
area_35204,35204,0.000265
area_35205,35205,0.000053
area_35206,35206,0.000106
area_35207,35207,0.000159
area_35208,35208,0.000265
area_35209,35209,0.000159
area_3521,3521,0.000318
area_3522,3522,0.000794
area_3523,3523,0.000053
area_35240,35240,0.000265
area_35241,35241,0.000106
area_35242,35242,0.000583
area_35243,35243,0.000159
area_35244,35244,0.000318
area_35245,35245,0.000265
area_35246,35246,0.000636
area_35247,35247,0.000053
area_35248,35248,0.000583
area_35249,35249,0.000053
area_3525,3525,0.000636
area_35263,35263,0.000371
area_35264,35264,0.000106
area_35265,35265,0.000265
area_35266,35266,0.000106
area_35267,35267,0.000053
area_35268,35268,0.000847
area_3528,3528,0.000318
area_3529,3529,0.000106
area_3531,3531,0.000477
area_35322,35322,0.000424
area_35323,35323,0.000583
area_35324,35324,0.000265
area_35325,35325,0.000159
area_35326,35326,0.000159
area_35327,35327,0.000212
area_35329,35329,0.000477
area_3533,3533,0.000636
area_35341,35341,0.001271
area_35342,35342,0.000424
area_35343,35343,0.000212
area_3535,3535,0.000688
area_35361,35361,0.000530
area_35362,35362,0.000318
area_35363,35363,0.000265
area_35364,35364,0.000318
area_35365,35365,0.000741
area_3537,3537,0.000530
area_35383,35383,0.000106
area_35384,35384,0.000424
area_35385,35385,0.000159
area_35386,35386,0.000371
area_35387,35387,0.000371
area_35388,35388,0.000212
area_35389,35389,0.000371
area_3541,3541,0.000424
area_3542,3542,0.000424
area_35433,35433,0.000477
area_35434,35434,0.000318
area_35435,35435,0.000212
area_35436,35436,0.000159
area_35439,35439,0.000159
area_3544,3544,0.000530
area_35451,35451,0.000424
area_35452,35452,0.000212
area_35453,35453,0.000424
area_35454,35454,0.000318
area_35455,35455,0.000318
area_35456,35456,0.000265
area_3546,3546,0.000212
area_35471,35471,0.000477
area_35472,35472,0.000159
area_35473,35473,0.000318
area_35474,35474,0.000265
area_35475,35475,0.000424
area_35476,35476,0.000265
area_35477,35477,0.000159
area_35478,35478,0.000265
area_355,355,0.000953
area_35600,35600,0.000477
area_35601,35601,0.000371
area_35602,35602,0.000583
area_35603,35603,0.000371
area_35605,35605,0.000424
area_35606,35606,0.000265
area_35607,35607,0.000159
area_35608,35608,0.000159
area_35609,35609,0.000053
area_3561,3561,0.000106
area_3562,3562,0.000053
area_3563,3563,0.000530
area_3564,3564,0.000159
area_35691,35691,0.000053
area_35692,35692,0.000106
area_35694,35694,0.000212
area_35695,35695,0.000371
area_35696,35696,0.000106
area_35697,35697,0.000106
area_35698,35698,0.000212
area_3571,3571,0.000053
area_35722,35722,0.000159
area_35723,35723,0.000159
area_35724,35724,0.000053
area_35725,35725,0.000053
area_35726,35726,0.000159
area_35727,35727,0.000212
area_35728,35728,0.000053
area_3573,3573,0.000318
area_3574,3574,0.000265
area_35751,35751,0.000530
area_35752,35752,0.000424
area_35753,35753,0.000265
area_35754,35754,0.000265
area_35755,35755,0.000477
area_35756,35756,0.000212
area_3576,3576,0.000212
area_35771,35771,0.000159
area_35772,35772,0.000053
area_35773,35773,0.000371
area_35774,35774,0.000053
area_3578,3578,0.000265
area_35792,35792,0.000053
area_35793,35793,0.000053
area_35795,35795,0.000371
area_35796,35796,0.000212
area_35797,35797,0.000106
area_3581,3581,0.000212
area_35820,35820,0.000053
area_35823,35823,0.000053
area_35825,35825,0.000053
area_35826,35826,0.000053
area_35827,35827,0.000106
area_35828,35828,0.000159
area_35829,35829,0.000053
area_3583,3583,0.000371
area_35841,35841,0.000159
area_35842,35842,0.000106
area_35843,35843,0.000159
area_35844,35844,0.000159
area_3585,3585,0.000318
area_3586,3586,0.000371
area_35872,35872,0.000318
area_35873,35873,0.000265
area_35874,35874,0.000106
area_35875,35875,0.000106
area_35876,35876,0.000053
area_35877,35877,0.000106
area_3588,3588,0.000106
area_35891,35891,0.000053
area_35892,35892,0.000053
area_35893,35893,0.000106
area_35894,35894,0.000318
area_35895,35895,0.000053
area_3591,3591,0.000159
area_3592,3592,0.000212
area_35930,35930,0.000265
area_35931,35931,0.000053
area_35932,35932,0.000106
area_35933,35933,0.000106
area_35934,35934,0.000053
area_35935,35935,0.000053
area_35936,35936,0.000053
area_35938,35938,0.000159
area_35939,35939,0.000053
area_3594,3594,0.000318
area_35951,35951,0.000212
area_35952,35952,0.000106
area_35953,35953,0.000053
area_35954,35954,0.000212
area_35955,35955,0.000318
area_3596,3596,0.000106
area_35971,35971,0.000159
area_35973,35973,0.000053
area_35974,35974,0.000106
area_35975,35975,0.000053
area_3601,3601,0.000477
area_36020,36020,0.000688
area_36021,36021,0.000318
area_36022,36022,0.000318
area_36023,36023,0.000424
area_36024,36024,0.000265
area_36025,36025,0.000053
area_36026,36026,0.000053
area_36027,36027,0.000159
area_36028,36028,0.000159
area_36029,36029,0.000265
area_3603,3603,0.000371
area_36041,36041,0.000530
area_36042,36042,0.000159
area_36043,36043,0.000530
area_3605,3605,0.000371
area_3606,3606,0.000318
area_36071,36071,0.000583
area_36072,36072,0.000318
area_36074,36074,0.000318
area_36075,36075,0.000477
area_36076,36076,0.000424
area_36077,36077,0.000318
area_36081,36081,0.000318
area_36082,36082,0.000636
area_36083,36083,0.000636
area_36084,36084,0.000106
area_36085,36085,0.000159
area_36087,36087,0.000318
area_361,361,0.001589
area_36200,36200,0.000424
area_36201,36201,0.000371
area_36202,36202,0.000265
area_36203,36203,0.000794
area_36204,36204,0.000318
area_36205,36205,0.000212
area_36206,36206,0.000212
area_36207,36207,0.000212
area_36208,36208,0.000371
area_36209,36209,0.000265
area_3621,3621,0.000318
area_3622,3622,0.000636
area_3623,3623,0.000159
area_3624,3624,0.000212
area_36252,36252,0.000106
area_36253,36253,0.000318
area_36254,36254,0.000371
area_36255,36255,0.000371
area_36256,36256,0.000318
area_36257,36257,0.000053
area_36258,36258,0.000265
area_36259,36259,0.000265
area_3628,3628,0.000265
area_3629,3629,0.000953
area_3631,3631,0.000794
area_3632,3632,0.000212
area_36330,36330,0.000424
area_36331,36331,0.000318
area_36332,36332,0.000265
area_36333,36333,0.000424
area_36334,36334,0.000424
area_36335,36335,0.000371
area_36336,36336,0.000053
area_36337,36337,0.000159
area_36338,36338,0.000847
area_3634,3634,0.000530
area_3635,3635,0.000318
area_3636,3636,0.000265
area_36370,36370,0.000477
area_36371,36371,0.000318
area_36372,36372,0.000318
area_36373,36373,0.000371
area_36374,36374,0.000212
area_36375,36375,0.000371
area_36376,36376,0.000318
area_36377,36377,0.000318
area_36378,36378,0.000053
area_36379,36379,0.000318
area_3641,3641,0.000688
area_36421,36421,0.000371
area_36422,36422,0.000159
area_36423,36423,0.000159
area_36424,36424,0.000688
area_36425,36425,0.000424
area_36426,36426,0.000530
area_36427,36427,0.000424
area_36428,36428,0.000900
area_3643,3643,0.001377
area_3644,3644,0.000424
